,sample_uid,tipnamecodes,matrix.species,matrix.subspecies,aos.howardmoore.species,aos.clements.species,iucn.species,howardmoore.family,jetz.species,notes
2729,2657,Ochoec_diade_LSUMZ90427,Ochthoeca diadema,jesupi?,Ochthoeca diadema,Ochthoeca diadema,Silvicultrix diadema,Tyrannidae,,name differs
2730,200273,Ochoec_diade_H1821,Ochthoeca diadema,diadema,Ochthoeca diadema,Ochthoeca diadema,Silvicultrix diadema,Tyrannidae,,name differs
2731,200107,Ochoec_diade_H4182,Ochthoeca diadema,gratiosa,Ochthoeca diadema,Ochthoeca diadema,Silvicultrix diadema,Tyrannidae,,name differs
2732,200108,Ochoec_front_H2268,Ochthoeca frontalis,frontalis,Ochthoeca frontalis,Ochthoeca frontalis,Silvicultrix frontalis,Tyrannidae,,name differs
2733,2643,Ochoec_front_K16992,Ochthoeca frontalis,?,Ochthoeca frontalis,Ochthoeca frontalis,Silvicultrix frontalis,Tyrannidae,,name differs
2734,200108,Ochoec_front_H2268,Ochthoeca frontalis,frontalis,Ochthoeca frontalis,Ochthoeca frontalis,Silvicultrix frontalis,Tyrannidae,,name differs
2735,2643,Ochoec_front_K16992,Ochthoeca frontalis,?,Ochthoeca frontalis,Ochthoeca frontalis,Silvicultrix frontalis,Tyrannidae,,name differs
2736,2669,Ochoec_fumic_H2554,Ochthoeca fumicolor,fumicolor,Ochthoeca fumicolor,Ochthoeca fumicolor,Ochthoeca fumicolor,Tyrannidae,,
2737,2671,Ochoec_fumic_KU21289,Ochthoeca fumicolor,berlepschi,Ochthoeca fumicolor,Ochthoeca fumicolor,Ochthoeca fumicolor,Tyrannidae,,
2738,2671,Ochoec_fumic_KU21289,Ochthoeca fumicolor,berlepschi,Ochthoeca fumicolor,Ochthoeca fumicolor,Ochthoeca fumicolor,Tyrannidae,,
2739,2671,Ochoec_fumic_KU21289,Ochthoeca fumicolor,berlepschi,Ochthoeca fumicolor,Ochthoeca fumicolor,Ochthoeca fumicolor,Tyrannidae,,
2740,2669,Ochoec_fumic_H2554,Ochthoeca fumicolor,fumicolor,Ochthoeca fumicolor,Ochthoeca fumicolor,Ochthoeca fumicolor,Tyrannidae,,
2741,NA,,Ochthoeca fumicolor,,Ochthoeca fumicolor,Ochthoeca fumicolor,Ochthoeca superciliosa,Tyrannidae,,missing from tree and split by IUCN
2742,200109,Ochoec_jels_L3595,Ochthoeca jelskii,-,Ochthoeca jelskii,Ochthoeca jelskii,Silvicultrix jelskii,Tyrannidae,,name differs
2743,200109,Ochoec_jels_L3595,Ochthoeca jelskii,-,Ochthoeca jelskii,Ochthoeca jelskii,Silvicultrix jelskii,Tyrannidae,,name differs
2744,2679,Ochoec_leurys_L3833,Ochthoeca leucophrys,leucometopa,Ochthoeca leucophrys,Ochthoeca leucophrys,Ochthoeca leucophrys,Tyrannidae,,
2745,2681,Ochoec_leurys_UWBM70458,Ochthoeca leucophrys,tucumana,Ochthoeca leucophrys,Ochthoeca leucophrys,Ochthoeca leucophrys,Tyrannidae,,
2746,2679,Ochoec_leurys_L3833,Ochthoeca leucophrys,leucometopa,Ochthoeca leucophrys,Ochthoeca leucophrys,Ochthoeca leucophrys,Tyrannidae,,
2747,2679,Ochoec_leurys_L3833,Ochthoeca leucophrys,leucometopa,Ochthoeca leucophrys,Ochthoeca leucophrys,Ochthoeca leucophrys,Tyrannidae,,
2748,2681,Ochoec_leurys_UWBM70458,Ochthoeca leucophrys,tucumana,Ochthoeca leucophrys,Ochthoeca leucophrys,Ochthoeca leucophrys,Tyrannidae,,
2749,2675,Ochoec_oenide_L1210,Ochthoeca oenanthoides,oenanthoides,Ochthoeca oenanthoides,Ochthoeca oenanthoides,Ochthoeca oenanthoides,Tyrannidae,,
2750,2675,Ochoec_oenide_L1210,Ochthoeca oenanthoides,oenanthoides,Ochthoeca oenanthoides,Ochthoeca oenanthoides,Ochthoeca oenanthoides,Tyrannidae,,
2751,2675,Ochoec_oenide_L1210,Ochthoeca oenanthoides,oenanthoides,Ochthoeca oenanthoides,Ochthoeca oenanthoides,Ochthoeca oenanthoides,Tyrannidae,,
2752,2677,Ochoec_piurae_L49651,Ochthoeca piurae,-,Ochthoeca piurae,Ochthoeca piurae,Ochthoeca piurae,Tyrannidae,,
2753,2677,Ochoec_piurae_L49651,Ochthoeca piurae,-,Ochthoeca piurae,Ochthoeca piurae,Ochthoeca piurae,Tyrannidae,,
2754,2677,Ochoec_piurae_L49651,Ochthoeca piurae,-,Ochthoeca piurae,Ochthoeca piurae,Ochthoeca piurae,Tyrannidae,,
2755,200110,Ochoec_pullla_A7059,Ochthoeca pulchella,pulchella,Ochthoeca pulchella,Ochthoeca pulchella,Silvicultrix pulchella,Tyrannidae,,name differs
2756,2650,Ochoec_pullla_LSUMZ7968,Ochthoeca pulchella,similis,Ochthoeca pulchella,Ochthoeca pulchella,Silvicultrix pulchella,Tyrannidae,,name differs
2757,2650,Ochoec_pullla_LSUMZ7968,Ochthoeca pulchella,similis,Ochthoeca pulchella,Ochthoeca pulchella,Silvicultrix pulchella,Tyrannidae,,name differs
2758,200110,Ochoec_pullla_A7059,Ochthoeca pulchella,pulchella,Ochthoeca pulchella,Ochthoeca pulchella,Silvicultrix pulchella,Tyrannidae,,name differs
2759,2667,Ochoec_ruflis_L1216,Ochthoeca rufipectoralis,rufipectoralis,Ochthoeca rufipectoralis,Ochthoeca rufipectoralis,Ochthoeca rufipectoralis,Tyrannidae,,
2760,2667,Ochoec_ruflis_L1216,Ochthoeca rufipectoralis,rufipectoralis,Ochthoeca rufipectoralis,Ochthoeca rufipectoralis,Ochthoeca rufipectoralis,Tyrannidae,,
2761,2667,Ochoec_ruflis_L1216,Ochthoeca rufipectoralis,rufipectoralis,Ochthoeca rufipectoralis,Ochthoeca rufipectoralis,Ochthoeca rufipectoralis,Tyrannidae,,
2762,2551,Ochorn_litto_L40723,Ochthornis littoralis,-,Ochthornis littoralis,Ochthornis littoralis,Ochthornis littoralis,Tyrannidae,,
2763,2551,Ochorn_litto_L40723,Ochthornis littoralis,-,Ochthornis littoralis,Ochthornis littoralis,Ochthornis littoralis,Tyrannidae,,
2764,2551,Ochorn_litto_L40723,Ochthornis littoralis,-,Ochthornis littoralis,Ochthornis littoralis,Ochthornis littoralis,Tyrannidae,,
2765,2173,Oncost_cingul_K1962,Oncostoma cinereigulare,-,Oncostoma cinereigulare,Oncostoma cinereigulare,Oncostoma cinereigulare,Pipromorphidae,,
2766,2173,Oncost_cingul_K1962,Oncostoma cinereigulare,-,Oncostoma cinereigulare,Oncostoma cinereigulare,Oncostoma cinereigulare,Pipromorphidae,,
2767,2176,Oncost_olieum_L2222,Oncostoma olivaceum,-,Oncostoma olivaceum,Oncostoma olivaceum,Oncostoma olivaceum,Pipromorphidae,,
2768,2175,Oncost_olieum_L26945,Oncostoma olivaceum,-,Oncostoma olivaceum,Oncostoma olivaceum,Oncostoma olivaceum,Pipromorphidae,,
2769,2176,Oncost_olieum_L2222,Oncostoma olivaceum,-,Oncostoma olivaceum,Oncostoma olivaceum,Oncostoma olivaceum,Pipromorphidae,,
2770,2175,Oncost_olieum_L26945,Oncostoma olivaceum,-,Oncostoma olivaceum,Oncostoma olivaceum,Oncostoma olivaceum,Pipromorphidae,,
2771,678,Oneill_lunul_L42895,Oneillornis lunulatus,-,Oneillornis lunulatus,Oneillornis lunulatus,Oneillornis lunulatus,Thamnophilidae,,
2772,678,Oneill_lunul_L42895,Oneillornis lunulatus,-,Oneillornis lunulatus,Oneillornis lunulatus,Oneillornis lunulatus,Thamnophilidae,,
2773,678,Oneill_lunul_L42895,Oneillornis lunulatus,-,Oneillornis lunulatus,Oneillornis lunulatus,Oneillornis lunulatus,Thamnophilidae,,
2774,678,Oneill_lunul_L42895,Oneillornis lunulatus,-,Oneillornis lunulatus,Oneillornis lunulatus,Oneillornis lunulatus,Thamnophilidae,,
2775,676,Oneill_salvi_LSU35718,Oneillornis salvini,-,Oneillornis salvini,Oneillornis salvini,Oneillornis salvini,Thamnophilidae,,
2776,676,Oneill_salvi_LSU35718,Oneillornis salvini,-,Oneillornis salvini,Oneillornis salvini,Oneillornis salvini,Thamnophilidae,,
2777,2353,Onych_cortus_LSU66222,Onychorhynchus coronatus,occidentalis,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus occidentalis,Onychorhynchidae,,
2778,2351,Onych_cortus_L16286,Onychorhynchus coronatus,mexicanus,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus mexicanus,Onychorhynchidae,,
2779,2349,Onych_cortus_SB14669,Onychorhynchus coronatus,coronatus,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchidae,,
2780,2351,Onych_cortus_L16286,Onychorhynchus coronatus,mexicanus,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus mexicanus,Onychorhynchidae,,
2781,2353,Onych_cortus_LSU66222,Onychorhynchus coronatus,occidentalis,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus occidentalis,Onychorhynchidae,,
2782,2349,Onych_cortus_SB14669,Onychorhynchus coronatus,coronatus,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchidae,,
2783,2355,Onych_cortus_SP78355,Onychorhynchus coronatus,swainsoni,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus swainsoni,Onychorhynchidae,,
2784,2355,Onych_cortus_SP78355,Onychorhynchus coronatus,swainsoni,Onychorhynchus coronatus,Onychorhynchus coronatus,Onychorhynchus swainsoni,Onychorhynchidae,,
2785,1889,Ornith_brunpil_L46583,Ornithion brunneicapillus,brunneicapillus,Ornithion brunneicapillus,Ornithion brunneicapillus,Ornithion brunneicapillus,Tyrannidae,,
2786,1889,Ornith_brunpil_L46583,Ornithion brunneicapillus,brunneicapillus,Ornithion brunneicapillus,Ornithion brunneicapillus,Ornithion brunneicapillus,Tyrannidae,,
2787,1889,Ornith_brunpil_L46583,Ornithion brunneicapillus,brunneicapillus,Ornithion brunneicapillus,Ornithion brunneicapillus,Ornithion brunneicapillus,Tyrannidae,,
2788,1893,Ornith_inerm_L18502,Ornithion inerme,-,Ornithion inerme,Ornithion inerme,Ornithion inerme,Tyrannidae,,
2789,1893,Ornith_inerm_L18502,Ornithion inerme,-,Ornithion inerme,Ornithion inerme,Ornithion inerme,Tyrannidae,,
2790,1893,Ornith_inerm_L18502,Ornithion inerme,-,Ornithion inerme,Ornithion inerme,Ornithion inerme,Tyrannidae,,
2791,1891,Ornith_semvum_MVZ161988,Ornithion semiflavum,?,Ornithion semiflavum,Ornithion semiflavum,Ornithion semiflavum,Tyrannidae,,
2792,1891,Ornith_semvum_MVZ161988,Ornithion semiflavum,?,Ornithion semiflavum,Ornithion semiflavum,Ornithion semiflavum,Tyrannidae,,
2793,2899,Oxyrun_critus_H4846,Oxyruncus cristatus,sp?,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2794,2895,Oxyrun_critus_K220,Oxyruncus cristatus,cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2795,200087,Oxyrun_critus_L2080,Oxyruncus cristatus,brooksi,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2796,2904,Oxyrun_critus_L27843,Oxyruncus cristatus,?,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2797,2898,Oxyrun_critus_L40549,Oxyruncus cristatus,?,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2798,2900,Oxyrun_critus_L5568,Oxyruncus cristatus,?,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2799,2902,Oxyrun_critus_LSUMZ2197,Oxyruncus cristatus,brooksi,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2800,200088,Oxyrun_critus_SP88522,Oxyruncus cristatus,?,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2801,2896,Oxyrun_critus_Y139410,Oxyruncus cristatus,hypoglaucus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2802,2897,Oxyrun_critus_Y139814,Oxyruncus cristatus,hypoglaucus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2803,2899,Oxyrun_critus_H4846,Oxyruncus cristatus,sp?,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2804,2895,Oxyrun_critus_K220,Oxyruncus cristatus,cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2805,200087,Oxyrun_critus_L2080,Oxyruncus cristatus,brooksi,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2806,2904,Oxyrun_critus_L27843,Oxyruncus cristatus,?,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2807,2898,Oxyrun_critus_L40549,Oxyruncus cristatus,?,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2808,2900,Oxyrun_critus_L5568,Oxyruncus cristatus,?,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2809,200088,Oxyrun_critus_SP88522,Oxyruncus cristatus,?,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2810,2896,Oxyrun_critus_Y139410,Oxyruncus cristatus,hypoglaucus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2811,2897,Oxyrun_critus_Y139814,Oxyruncus cristatus,hypoglaucus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2812,2902,Oxyrun_critus_LSUMZ2197,Oxyruncus cristatus,brooksi,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,,
2813,3217,Pachy_aglai_L60882,Pachyramphus aglaiae,hypophaeus,Pachyramphus aglaiae,Pachyramphus aglaiae,Pachyramphus aglaiae,Tityridae,,
2814,3217,Pachy_aglai_L60882,Pachyramphus aglaiae,hypophaeus,Pachyramphus aglaiae,Pachyramphus aglaiae,Pachyramphus aglaiae,Tityridae,,
2815,3217,Pachy_aglai_L60882,Pachyramphus aglaiae,hypophaeus,Pachyramphus aglaiae,Pachyramphus aglaiae,Pachyramphus aglaiae,Tityridae,,
2816,3209,Pachy_albgri_L33450,Pachyramphus albogriseus,salvini,Pachyramphus albogriseus,Pachyramphus albogriseus,Pachyramphus albogriseus,Tityridae,,
2817,3209,Pachy_albgri_L33450,Pachyramphus albogriseus,salvini,Pachyramphus albogriseus,Pachyramphus albogriseus,Pachyramphus albogriseus,Tityridae,,
2818,200579,Pachy_albgri_L8114,Pachyramphus albogriseus,salvini,Pachyramphus albogriseus,Pachyramphus albogriseus,Pachyramphus albogriseus,Tityridae,,
2819,3209,Pachy_albgri_L33450,Pachyramphus albogriseus,salvini,Pachyramphus albogriseus,Pachyramphus albogriseus,Pachyramphus albogriseus,Tityridae,,
2820,200579,Pachy_albgri_L8114,Pachyramphus albogriseus,salvini,Pachyramphus albogriseus,Pachyramphus albogriseus,Pachyramphus albogriseus,Tityridae,,
2821,3205,Pachy_caseus_MPEGSB61,Pachyramphus castaneus,castaneus,Pachyramphus castaneus,Pachyramphus castaneus,Pachyramphus castaneus,Tityridae,,
2822,3205,Pachy_caseus_MPEGSB61,Pachyramphus castaneus,castaneus,Pachyramphus castaneus,Pachyramphus castaneus,Pachyramphus castaneus,Tityridae,,
2823,3203,Pachy_cinmeus_L46602,Pachyramphus cinnamomeus,cinnamomeus,Pachyramphus cinnamomeus,Pachyramphus cinnamomeus,Pachyramphus cinnamomeus,Tityridae,,
2824,3203,Pachy_cinmeus_L46602,Pachyramphus cinnamomeus,cinnamomeus,Pachyramphus cinnamomeus,Pachyramphus cinnamomeus,Pachyramphus cinnamomeus,Tityridae,,
2825,3203,Pachy_cinmeus_L46602,Pachyramphus cinnamomeus,cinnamomeus,Pachyramphus cinnamomeus,Pachyramphus cinnamomeus,Pachyramphus cinnamomeus,Tityridae,,
2826,3219,Pachy_homrous_L2306,Pachyramphus homochrous,homochrous,Pachyramphus homochrous,Pachyramphus homochrous,Pachyramphus homochrous,Tityridae,,
2827,3219,Pachy_homrous_L2306,Pachyramphus homochrous,homochrous,Pachyramphus homochrous,Pachyramphus homochrous,Pachyramphus homochrous,Tityridae,,
2828,3219,Pachy_homrous_L2306,Pachyramphus homochrous,homochrous,Pachyramphus homochrous,Pachyramphus homochrous,Pachyramphus homochrous,Tityridae,,
2829,3211,Pachy_major_W101156,Pachyramphus major,uropygialis,Pachyramphus major,Pachyramphus major,Pachyramphus uropygialis,Tityridae,,
2830,3211,Pachy_major_W101156,Pachyramphus major,uropygialis,Pachyramphus major,Pachyramphus major,Pachyramphus uropygialis,Tityridae,,
2831,3211,Pachy_major_W101156,Pachyramphus major,uropygialis,Pachyramphus major,Pachyramphus major,Pachyramphus uropygialis,Tityridae,,
2832,NA,,Pachyramphus major,,Pachyramphus major,Pachyramphus major,Pachyramphus major,Tityridae,,missing from tree and split by IUCN
2833,3213,Pachy_margin_MPEGUNA141,Pachyramphus marginatus,marginatus,Pachyramphus marginatus,Pachyramphus marginatus,Pachyramphus marginatus,Tityridae,,
2834,200578,Pachy_margin_USNM650777,Pachyramphus marginatus,nanus,Pachyramphus marginatus,Pachyramphus marginatus,Pachyramphus marginatus,Tityridae,,
2835,200578,Pachy_margin_USNM650777,Pachyramphus marginatus,nanus,Pachyramphus marginatus,Pachyramphus marginatus,Pachyramphus marginatus,Tityridae,,
2836,3213,Pachy_margin_MPEGUNA141,Pachyramphus marginatus,marginatus,Pachyramphus marginatus,Pachyramphus marginatus,Pachyramphus marginatus,Tityridae,,
2837,3222,Pachy_minor_SP90223,Pachyramphus minor,-,Pachyramphus minor,Pachyramphus minor,Pachyramphus minor,Tityridae,,
2838,3222,Pachy_minor_SP90223,Pachyramphus minor,-,Pachyramphus minor,Pachyramphus minor,Pachyramphus minor,Tityridae,,
2839,3222,Pachy_minor_SP90223,Pachyramphus minor,-,Pachyramphus minor,Pachyramphus minor,Pachyramphus minor,Tityridae,,
2840,3225,Pachy_niger_MVZ149921,Pachyramphus niger,?,Pachyramphus niger,Pachyramphus niger,Pachyramphus niger,Tityridae,,
2841,3225,Pachy_niger_MVZ149921,Pachyramphus niger,?,Pachyramphus niger,Pachyramphus niger,Pachyramphus niger,Tityridae,,
2842,3207,Pachy_polrus_MPEGMPDS977,Pachyramphus polychopterus,polychopterus,Pachyramphus polychopterus,Pachyramphus polychopterus,Pachyramphus polychopterus,Tityridae,,
2843,3207,Pachy_polrus_MPEGMPDS977,Pachyramphus polychopterus,polychopterus,Pachyramphus polychopterus,Pachyramphus polychopterus,Pachyramphus polychopterus,Tityridae,,
2844,200597,Pachy_polrus_ADOT2273,Pachyramphus polychopterus,spixii,Pachyramphus polychopterus,Pachyramphus polychopterus,Pachyramphus polychopterus,Tityridae,,
2845,3201,Pachy_rufus_SP93356,Pachyramphus rufus,rufus,Pachyramphus rufus,Pachyramphus rufus,Pachyramphus rufus,Tityridae,,
2846,3201,Pachy_rufus_SP93356,Pachyramphus rufus,rufus,Pachyramphus rufus,Pachyramphus rufus,Pachyramphus rufus,Tityridae,,
2847,3201,Pachy_rufus_SP93356,Pachyramphus rufus,rufus,Pachyramphus rufus,Pachyramphus rufus,Pachyramphus rufus,Tityridae,,
2848,3199,Pachy_sporus_SB28466,Pachyramphus spodiurus,-,Pachyramphus spodiurus,Pachyramphus spodiurus,Pachyramphus spodiurus,Tityridae,,
2849,3199,Pachy_sporus_SB28466,Pachyramphus spodiurus,-,Pachyramphus spodiurus,Pachyramphus spodiurus,Pachyramphus spodiurus,Tityridae,,
2850,200578,Pachy_surmus_USNM650777,Pachyramphus surinamus,,Pachyramphus surinamus,Pachyramphus surinamus,Pachyramphus surinamus,Tityridae,,
2851,3223,Pachy_valdus_SP94667,Pachyramphus validus,validus,Pachyramphus validus,Pachyramphus validus,Pachyramphus validus,Tityridae,,
2852,3223,Pachy_valdus_SP94667,Pachyramphus validus,validus,Pachyramphus validus,Pachyramphus validus,Pachyramphus validus,Tityridae,,
2853,3223,Pachy_valdus_SP94667,Pachyramphus validus,validus,Pachyramphus validus,Pachyramphus validus,Pachyramphus validus,Tityridae,,
2854,3197,Pachy_versi_H1630,Pachyramphus versicolor,versicolor,Pachyramphus versicolor,Pachyramphus versicolor,Pachyramphus versicolor,Tityridae,,
2855,3197,Pachy_versi_H1630,Pachyramphus versicolor,versicolor,Pachyramphus versicolor,Pachyramphus versicolor,Pachyramphus versicolor,Tityridae,,
2856,3193,Pachy_virdis_L37974,Pachyramphus viridis,viridis,Pachyramphus viridis,Pachyramphus viridis,Pachyramphus viridis,Tityridae,,
2857,3195,Pachy_virdis_K18786,Pachyramphus viridis,xanthogenys,Pachyramphus viridis,Pachyramphus viridis,Pachyramphus xanthogenys,Tityridae,,
2858,3195,Pachy_virdis_K18786,Pachyramphus viridis,xanthogenys,Pachyramphus viridis,Pachyramphus viridis,Pachyramphus xanthogenys,Tityridae,,
2859,3193,Pachy_virdis_L37974,Pachyramphus viridis,viridis,Pachyramphus viridis,Pachyramphus viridis,Pachyramphus viridis,Tityridae,,
2860,3195,Pachy_virdis_K18786,Pachyramphus viridis,xanthogenys,Pachyramphus viridis,Pachyramphus viridis,Pachyramphus xanthogenys,Tityridae,,
2861,3193,Pachy_virdis_L37974,Pachyramphus viridis,viridis,Pachyramphus viridis,Pachyramphus viridis,Pachyramphus viridis,Tityridae,,
2862,NA,,Pachyramphus viridis,,Pachyramphus viridis,Pachyramphus viridis,Pachyramphus griseigularis,Tityridae,,missing from tree and split by IUCN
2863,3317,Passer_L52749,Passer domesticus,?,Passer domesticus,Passer domesticus,Passer domesticus,Passeridae,,outgroup
2864,200089,Passarella_L30382,Passerella iliaca,?,Passerella iliaca,Passerella iliaca,Passerella iliaca,Passerellidae,,outgroup
2865,595,Percno_arena_LSU42797,Percnostola arenarum,sp nov,Percnostola arenarum,Percnostola arenarum,Percnostola arenarum,Thamnophilidae,,
2866,200090,Percno_arena_LSUK162,Percnostola arenarum,arenarum,Percnostola arenarum,Percnostola arenarum,Percnostola arenarum,Thamnophilidae,,
2867,590,Percno_rufons_L55295,Percnostola rufifrons,rufifrons,Percnostola rufifrons,Percnostola rufifrons,Percnostola rufifrons,Thamnophilidae,,
2868,593,Percno_rufons_LSU7011,Percnostola rufifrons,jensoni,Percnostola rufifrons,Percnostola rufifrons,Percnostola rufifrons,Thamnophilidae,,
2869,591,Percno_rufons_IAvHBT372,Percnostola rufifrons,minor,Percnostola rufifrons,Percnostola rufifrons,Percnostola rufifrons,Thamnophilidae,,
2870,590,Percno_rufons_L55295,Percnostola rufifrons,rufifrons,Percnostola rufifrons,Percnostola rufifrons,Percnostola rufifrons,Thamnophilidae,,
2871,593,Percno_rufons_LSU7011,Percnostola rufifrons,jensoni,Percnostola rufifrons,Percnostola rufifrons,Percnostola rufifrons,Thamnophilidae,,
2872,592,Percno_rufons_MPEGJAP144,Percnostola rufifrons,minor,Percnostola rufifrons,Percnostola rufifrons,Percnostola rufifrons,Thamnophilidae,,
2873,590,Percno_rufons_L55295,Percnostola rufifrons,rufifrons,Percnostola rufifrons,Percnostola rufifrons,Percnostola rufifrons,Thamnophilidae,,
2874,593,Percno_rufons_LSU7011,Percnostola rufifrons,jensoni,Percnostola rufifrons,Percnostola rufifrons,Percnostola rufifrons,Thamnophilidae,,
2875,592,Percno_rufons_MPEGJAP144,Percnostola rufifrons,minor,Percnostola rufifrons,Percnostola rufifrons,Percnostola rufifrons,Thamnophilidae,,
2876,591,Percno_rufons_IAvHBT372,Percnostola rufifrons,minor,Percnostola rufifrons,Percnostola rufifrons,Percnostola rufifrons,Thamnophilidae,,
2877,2975,Periss_tricol_SB11617,Perissocephalus tricolor,-,Perissocephalus tricolor,Perissocephalus tricolor,Perissocephalus tricolor,Cotingidae,,
2878,2975,Periss_tricol_SB11617,Perissocephalus tricolor,-,Perissocephalus tricolor,Perissocephalus tricolor,Perissocephalus tricolor,Cotingidae,,
2879,2975,Periss_tricol_SB11617,Perissocephalus tricolor,-,Perissocephalus tricolor,Perissocephalus tricolor,Perissocephalus tricolor,Cotingidae,,
2880,1514,Phace_dorsa_L49701,Phacellodomus dorsalis,-,Phacellodomus dorsalis,Phacellodomus dorsalis,Phacellodomus dorsalis,Furnariidae,,
2881,1514,Phace_dorsa_L49701,Phacellodomus dorsalis,-,Phacellodomus dorsalis,Phacellodomus dorsalis,Phacellodomus dorsalis,Furnariidae,,
2882,1514,Phace_dorsa_L49701,Phacellodomus dorsalis,-,Phacellodomus dorsalis,Phacellodomus dorsalis,Phacellodomus dorsalis,Furnariidae,,
2883,1522,Phace_erythal_MZU94910,Phacellodomus erythrophthalmus,-,Phacellodomus erythrophthalmus,Phacellodomus erythrophthalmus,Phacellodomus erythrophthalmus,Furnariidae,,
2884,1522,Phace_erythal_MZU94910,Phacellodomus erythrophthalmus,-,Phacellodomus erythrophthalmus,Phacellodomus erythrophthalmus,Phacellodomus erythrophthalmus,Furnariidae,,
2885,1522,Phace_erythal_MZU94910,Phacellodomus erythrophthalmus,-,Phacellodomus erythrophthalmus,Phacellodomus erythrophthalmus,Phacellodomus erythrophthalmus,Furnariidae,,
2886,1524,Phace_fergul_SP94909,Phacellodomus ferrugineigula,-,Phacellodomus ferrugineigula,Phacellodomus ferrugineigula,Phacellodomus ferrugineigula,Furnariidae,,
2887,1524,Phace_fergul_SP94909,Phacellodomus ferrugineigula,-,Phacellodomus ferrugineigula,Phacellodomus ferrugineigula,Phacellodomus ferrugineigula,Furnariidae,,
2888,1524,Phace_fergul_SP94909,Phacellodomus ferrugineigula,-,Phacellodomus ferrugineigula,Phacellodomus ferrugineigula,Phacellodomus ferrugineigula,Furnariidae,,
2889,1517,Phace_macpec_L84423,Phacellodomus maculipectus,-,Phacellodomus maculipectus,Phacellodomus maculipectus,Phacellodomus maculipectus,Furnariidae,,
2890,1516,Phace_macpec_K9737,Phacellodomus maculipectus,-,Phacellodomus maculipectus,Phacellodomus maculipectus,Phacellodomus maculipectus,Furnariidae,,
2891,1516,Phace_macpec_K9737,Phacellodomus maculipectus,-,Phacellodomus maculipectus,Phacellodomus maculipectus,Phacellodomus maculipectus,Furnariidae,,
2892,1517,Phace_macpec_L84423,Phacellodomus maculipectus,-,Phacellodomus maculipectus,Phacellodomus maculipectus,Phacellodomus maculipectus,Furnariidae,,
2893,1516,Phace_macpec_K9737,Phacellodomus maculipectus,-,Phacellodomus maculipectus,Phacellodomus maculipectus,Phacellodomus maculipectus,Furnariidae,,
2894,1517,Phace_macpec_L84423,Phacellodomus maculipectus,-,Phacellodomus maculipectus,Phacellodomus maculipectus,Phacellodomus maculipectus,Furnariidae,,
2895,1520,Phace_ruber_L26004,Phacellodomus ruber,-,Phacellodomus ruber,Phacellodomus ruber,Phacellodomus ruber,Furnariidae,,
2896,1520,Phace_ruber_L26004,Phacellodomus ruber,-,Phacellodomus ruber,Phacellodomus ruber,Phacellodomus ruber,Furnariidae,,
2897,1520,Phace_ruber_L26004,Phacellodomus ruber,-,Phacellodomus ruber,Phacellodomus ruber,Phacellodomus ruber,Furnariidae,,
