,sample_uid,tipnamecodes,matrix.species,matrix.subspecies,aos.howardmoore.species,aos.clements.species,iucn.species,howardmoore.family,jetz.species,notes
3606,200105,Scyta_altir_L7677,Scytalopus altirostris,-,Scytalopus altirostris,Scytalopus altirostris,Scytalopus altirostris,Rhinocryptidae,,
3607,992,Scyta_altir_L43814,Scytalopus altirostris,-,Scytalopus altirostris,Scytalopus altirostris,Scytalopus altirostris,Rhinocryptidae,,
3608,200105,Scyta_altir_L7677,Scytalopus altirostris,-,Scytalopus altirostris,Scytalopus altirostris,Scytalopus altirostris,Rhinocryptidae,,
3609,956,Scyta_argen_L16027,Scytalopus argentifrons,argentifrons,Scytalopus argentifrons,Scytalopus argentifrons,Scytalopus argentifrons,Rhinocryptidae,,
3610,956,Scyta_argen_L16027,Scytalopus argentifrons,argentifrons,Scytalopus argentifrons,Scytalopus argentifrons,Scytalopus argentifrons,Rhinocryptidae,,
3611,949,Scyta_atrtus_L5534,Scytalopus atratus,atratus,Scytalopus atratus,Scytalopus atratus,Scytalopus atratus,Rhinocryptidae,,
3612,949,Scyta_atrtus_L5534,Scytalopus atratus,atratus,Scytalopus atratus,Scytalopus atratus,Scytalopus atratus,Rhinocryptidae,,
3613,200466,Scyta_atrtus_ICN32621,Scytalopus atratus,atratus,Scytalopus atratus,Scytalopus atratus,Scytalopus atratus,Rhinocryptidae,,
3614,949,Scyta_atrtus_L5534,Scytalopus atratus,atratus,Scytalopus atratus,Scytalopus atratus,Scytalopus atratus,Rhinocryptidae,,
3615,200466,Scyta_atrtus_ICN32621,Scytalopus atratus,atratus,Scytalopus atratus,Scytalopus atratus,Scytalopus atratus,Rhinocryptidae,,
3616,954,Scyta_bolnus_L37419,Scytalopus bolivianus,-,Scytalopus bolivianus,Scytalopus bolivianus,Scytalopus bolivianus,Rhinocryptidae,,
3617,954,Scyta_bolnus_L37419,Scytalopus bolivianus,-,Scytalopus bolivianus,Scytalopus bolivianus,Scytalopus bolivianus,Rhinocryptidae,,
3618,954,Scyta_bolnus_L37419,Scytalopus bolivianus,-,Scytalopus bolivianus,Scytalopus bolivianus,Scytalopus bolivianus,Rhinocryptidae,,
3619,1009,Scyta_canu_USNM436508,Scytalopus canus,?,Scytalopus canus,Scytalopus canus,Scytalopus canus,Rhinocryptidae,,
3620,1009,Scyta_canu_USNM436508,Scytalopus canus,?,Scytalopus canus,Scytalopus canus,Scytalopus canus,Rhinocryptidae,,
3621,976,Scyta_carcae_MLS13165,Scytalopus caracae,-,Scytalopus caracae,Scytalopus caracae,Scytalopus caracae,Rhinocryptidae,,
3622,976,Scyta_carcae_MLS13165,Scytalopus caracae,-,Scytalopus caracae,Scytalopus caracae,Scytalopus caracae,Rhinocryptidae,,
3623,960,Scyta_choco_L30006,Scytalopus chocoensis,-,Scytalopus chocoensis,Scytalopus chocoensis,Scytalopus chocoensis,Rhinocryptidae,,
3624,960,Scyta_choco_L30006,Scytalopus chocoensis,-,Scytalopus chocoensis,Scytalopus chocoensis,Scytalopus chocoensis,Rhinocryptidae,,
3625,932,Scyta_diam_MCPMRB130,Scytalopus diamantinensis,-,Scytalopus diamantinensis,Scytalopus diamantinensis,Scytalopus diamantinensis,Rhinocryptidae,,
3626,200467,Scyta_femo_LSUMZ44539,Scytalopus femoralis,?,Scytalopus femoralis,Scytalopus femoralis,Scytalopus femoralis,Rhinocryptidae,,
3627,200467,Scyta_femo_LSUMZ44539,Scytalopus femoralis,?,Scytalopus femoralis,Scytalopus femoralis,Scytalopus femoralis,Rhinocryptidae,,
3628,1007,Scyta_fuscus_A12143,Scytalopus fuscus,-,Scytalopus fuscus,Scytalopus fuscus,Scytalopus fuscus,Rhinocryptidae,,
3629,1007,Scyta_fuscus_A12143,Scytalopus fuscus,-,Scytalopus fuscus,Scytalopus fuscus,Scytalopus fuscus,Rhinocryptidae,,
3630,1015,Scyta_getty_K14815,Scytalopus gettyae,-,Scytalopus gettyae,Scytalopus gettyae,Scytalopus gettyae,Rhinocryptidae,,
3631,1015,Scyta_getty_K14815,Scytalopus gettyae,-,Scytalopus gettyae,Scytalopus gettyae,Scytalopus gettyae,Rhinocryptidae,,
3632,1017,Scyta_gonza_MCP2008,Scytalopus gonzagai,-,Scytalopus gonzagai,Scytalopus gonzagai,Scytalopus gonzagai,Rhinocryptidae,,
3633,988,Scyta_grilis_H2583,Scytalopus griseicollis,griseicollis,Scytalopus griseicollis,Scytalopus griseicollis,Scytalopus griseicollis,Rhinocryptidae,,
3634,990,Scyta_grilis_HAMC959,Scytalopus griseicollis,morenoi,Scytalopus griseicollis,Scytalopus griseicollis,Scytalopus griseicollis,Rhinocryptidae,,
3635,988,Scyta_grilis_H2583,Scytalopus griseicollis,griseicollis,Scytalopus griseicollis,Scytalopus griseicollis,Scytalopus griseicollis,Rhinocryptidae,,
3636,990,Scyta_grilis_HAMC959,Scytalopus griseicollis,morenoi,Scytalopus griseicollis,Scytalopus griseicollis,Scytalopus griseicollis,Rhinocryptidae,,
3637,939,Scyta_irai_MPEG52945,Scytalopus iraiensis,-,Scytalopus iraiensis,Scytalopus iraiensis,Scytalopus iraiensis,Rhinocryptidae,,
3638,970,Scyta_latebr_ANDESCDC82,Scytalopus latebricola,-,Scytalopus latebricola,Scytalopus latebricola,Scytalopus latebricola,Rhinocryptidae,,
3639,970,Scyta_latebr_ANDESCDC82,Scytalopus latebricola,-,Scytalopus latebricola,Scytalopus latebricola,Scytalopus latebricola,Rhinocryptidae,,
3640,916,Scyta_latra_H4617,Scytalopus latrans,latrans,Scytalopus latrans,Scytalopus latrans,Scytalopus latrans,Rhinocryptidae,,
3641,918,Scyta_latra_LSUMZ497095,Scytalopus latrans,latrans,Scytalopus latrans,Scytalopus latrans,Scytalopus latrans,Rhinocryptidae,,sample_uid may be incorrect
3642,941,Scyta_macpus_K14768,Scytalopus macropus,-,Scytalopus macropus,Scytalopus macropus,Scytalopus macropus,Rhinocryptidae,,
3643,941,Scyta_macpus_K14768,Scytalopus macropus,-,Scytalopus macropus,Scytalopus macropus,Scytalopus macropus,Rhinocryptidae,,
3644,941,Scyta_macpus_K14768,Scytalopus macropus,-,Scytalopus macropus,Scytalopus macropus,Scytalopus macropus,Rhinocryptidae,,
3645,985,Scyta_magel_A12202,Scytalopus magellanicus,-,Scytalopus magellanicus,Scytalopus magellanicus,Scytalopus magellanicus,Rhinocryptidae,,
3646,985,Scyta_magel_A12202,Scytalopus magellanicus,-,Scytalopus magellanicus,Scytalopus magellanicus,Scytalopus magellanicus,Rhinocryptidae,,
3647,986,Scyta_magel_MCZ85311,Scytalopus magellanicus,?,Scytalopus magellanicus,Scytalopus magellanicus,Scytalopus magellanicus,Rhinocryptidae,,
3648,985,Scyta_magel_A12202,Scytalopus magellanicus,-,Scytalopus magellanicus,Scytalopus magellanicus,Scytalopus magellanicus,Rhinocryptidae,,
3649,986,Scyta_magel_MCZ85311,Scytalopus magellanicus,?,Scytalopus magellanicus,Scytalopus magellanicus,Scytalopus magellanicus,Rhinocryptidae,,
3650,974,Scyta_mernus_PhAMC1152,Scytalopus meridanus,?,Scytalopus meridanus,Scytalopus meridanus,Scytalopus meridanus,Rhinocryptidae,,
3651,974,Scyta_mernus_PhAMC1152,Scytalopus meridanus,?,Scytalopus meridanus,Scytalopus meridanus,Scytalopus meridanus,Rhinocryptidae,,
3652,945,Scyta_micro_L33612,Scytalopus micropterus,-,Scytalopus micropterus,Scytalopus micropterus,Scytalopus micropterus,Rhinocryptidae,,
3653,945,Scyta_micro_L33612,Scytalopus micropterus,-,Scytalopus micropterus,Scytalopus micropterus,Scytalopus micropterus,Rhinocryptidae,,
3654,982,Scyta_novcap_SP78807,Scytalopus novacapitalis,-,Scytalopus novacapitalis,Scytalopus novacapitalis,Scytalopus novacapitalis,Rhinocryptidae,,
3655,983,Scyta_novcap_MNT4,Scytalopus novacapitalis,?,Scytalopus novacapitalis,Scytalopus novacapitalis,Scytalopus novacapitalis,Rhinocryptidae,,
3656,982,Scyta_novcap_SP78807,Scytalopus novacapitalis,-,Scytalopus novacapitalis,Scytalopus novacapitalis,Scytalopus novacapitalis,Rhinocryptidae,,
3657,983,Scyta_novcap_MNT4,Scytalopus novacapitalis,?,Scytalopus novacapitalis,Scytalopus novacapitalis,Scytalopus novacapitalis,Rhinocryptidae,,
3658,982,Scyta_novcap_SP78807,Scytalopus novacapitalis,-,Scytalopus novacapitalis,Scytalopus novacapitalis,Scytalopus novacapitalis,Rhinocryptidae,,
3659,1011,Scyta_opacus_L32213,Scytalopus opacus,androstictus,Scytalopus opacus,Scytalopus opacus,Scytalopus opacus,Rhinocryptidae,,
3660,1011,Scyta_opacus_L32213,Scytalopus opacus,androstictus,Scytalopus opacus,Scytalopus opacus,Scytalopus opacus,Rhinocryptidae,,
3661,1011,Scyta_opacus_L32213,Scytalopus opacus,androstictus,Scytalopus opacus,Scytalopus opacus,Scytalopus opacus,Rhinocryptidae,,
3662,937,Scyta_pache_MCP2052,Scytalopus pachecoi,,Scytalopus pachecoi,Scytalopus pachecoi,Scytalopus pachecoi,Rhinocryptidae,,
3663,958,Scyta_panmen_ICJEA1019,Scytalopus panamensis,-,Scytalopus panamensis,Scytalopus panamensis,Scytalopus panamensis,Rhinocryptidae,,
3664,958,Scyta_panmen_ICJEA1019,Scytalopus panamensis,-,Scytalopus panamensis,Scytalopus panamensis,Scytalopus panamensis,Rhinocryptidae,,
3665,980,Scyta_pareri_L32025,Scytalopus parkeri,-,Scytalopus parkeri,Scytalopus parkeri,Scytalopus parkeri,Rhinocryptidae,,
3666,981,Scyta_pareri_LSUMZ390,Scytalopus parkeri,-,Scytalopus parkeri,Scytalopus parkeri,Scytalopus parkeri,Rhinocryptidae,,
3667,980,Scyta_pareri_L32025,Scytalopus parkeri,-,Scytalopus parkeri,Scytalopus parkeri,Scytalopus parkeri,Rhinocryptidae,,
3668,981,Scyta_pareri_LSUMZ390,Scytalopus parkeri,-,Scytalopus parkeri,Scytalopus parkeri,Scytalopus parkeri,Rhinocryptidae,,
3669,980,Scyta_pareri_L32025,Scytalopus parkeri,-,Scytalopus parkeri,Scytalopus parkeri,Scytalopus parkeri,Rhinocryptidae,,
3670,981,Scyta_pareri_LSUMZ390,Scytalopus parkeri,-,Scytalopus parkeri,Scytalopus parkeri,Scytalopus parkeri,Rhinocryptidae,,
3671,923,Scyta_partri_L1281,Scytalopus parvirostris,-,Scytalopus parvirostris,Scytalopus parvirostris,Scytalopus parvirostris,Rhinocryptidae,,
3672,923,Scyta_partri_L1281,Scytalopus parvirostris,-,Scytalopus parvirostris,Scytalopus parvirostris,Scytalopus parvirostris,Rhinocryptidae,,
3673,922,Scyta_partri_L8184,Scytalopus parvirostris,-,Scytalopus parvirostris,Scytalopus parvirostris,Scytalopus parvirostris,Rhinocryptidae,,
3674,923,Scyta_partri_L1281,Scytalopus parvirostris,-,Scytalopus parvirostris,Scytalopus parvirostris,Scytalopus parvirostris,Rhinocryptidae,,
3675,922,Scyta_partri_L8184,Scytalopus parvirostris,-,Scytalopus parvirostris,Scytalopus parvirostris,Scytalopus parvirostris,Rhinocryptidae,,
3676,200106,Scyta_partri_L68089,Scytalopus parvirostris,,Scytalopus parvirostris,Scytalopus parvirostris,Scytalopus parvirostris,Rhinocryptidae,,
3677,972,Scyta_pernus_HAMC882,Scytalopus perijanus,?,Scytalopus perijanus,Scytalopus perijanus,Scytalopus perijanus,Rhinocryptidae,,
3678,972,Scyta_pernus_HAMC882,Scytalopus perijanus,?,Scytalopus perijanus,Scytalopus perijanus,Scytalopus perijanus,Rhinocryptidae,,
3679,935,Scyta_petlus_MNT2,Scytalopus petrophilus,?,Scytalopus petrophilus,Scytalopus petrophilus,Scytalopus petrophilus,Rhinocryptidae,,
3680,200464,Scyta_petlus_MZUSP78812,Scytalopus petrophilus,,Scytalopus petrophilus,Scytalopus petrophilus,Scytalopus petrophilus,Rhinocryptidae,,
3681,935,Scyta_petlus_MNT2,Scytalopus petrophilus,?,Scytalopus petrophilus,Scytalopus petrophilus,Scytalopus petrophilus,Rhinocryptidae,,
3682,200464,Scyta_petlus_MZUSP78812,Scytalopus petrophilus,,Scytalopus petrophilus,Scytalopus petrophilus,Scytalopus petrophilus,Rhinocryptidae,,
3683,966,Scyta_robnsi_L7840,Scytalopus robbinsi,-,Scytalopus robbinsi,Scytalopus robbinsi,Scytalopus robbinsi,Rhinocryptidae,,
3684,966,Scyta_robnsi_L7840,Scytalopus robbinsi,-,Scytalopus robbinsi,Scytalopus robbinsi,Scytalopus robbinsi,Rhinocryptidae,,
3685,966,Scyta_robnsi_L7840,Scytalopus robbinsi,-,Scytalopus robbinsi,Scytalopus robbinsi,Scytalopus robbinsi,Rhinocryptidae,,
3686,200565,Scyta_rodezi_ICN34845,Scytalopus rodriguezi,?,Scytalopus rodriguezi,Scytalopus rodriguezi,Scytalopus rodriguezi,Rhinocryptidae,,
3687,943,Scyta_santae_IAvHBT11830,Scytalopus sanctaemartae,-,Scytalopus sanctaemartae,Scytalopus sanctaemartae,Scytalopus sanctaemartae,Rhinocryptidae,,
3688,943,Scyta_santae_IAvHBT11830,Scytalopus sanctaemartae,-,Scytalopus sanctaemartae,Scytalopus sanctaemartae,Scytalopus sanctaemartae,Rhinocryptidae,,
3689,1013,Scyta_schber_L501,Scytalopus schulenbergi,-,Scytalopus schulenbergi,Scytalopus schulenbergi,Scytalopus schulenbergi,Rhinocryptidae,,
3690,1013,Scyta_schber_L501,Scytalopus schulenbergi,-,Scytalopus schulenbergi,Scytalopus schulenbergi,Scytalopus schulenbergi,Rhinocryptidae,,
3691,1013,Scyta_schber_L501,Scytalopus schulenbergi,-,Scytalopus schulenbergi,Scytalopus schulenbergi,Scytalopus schulenbergi,Rhinocryptidae,,
3692,200106,Scyta_simon_L68089,Scytalopus simonsi,-,Scytalopus simonsi,Scytalopus simonsi,Scytalopus simonsi,Rhinocryptidae,,
3693,200106,Scyta_simon_L68089,Scytalopus simonsi,-,Scytalopus simonsi,Scytalopus simonsi,Scytalopus simonsi,Rhinocryptidae,,
3694,925,Scyta_specae_MCP1989,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3695,926,Scyta_specae_MCP1994,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3696,927,Scyta_specae_MCP2048,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3697,930,Scyta_specae_MCP2065,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3698,928,Scyta_specae_MCP2166,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3699,929,Scyta_specae_MCP2173,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3700,924,Scyta_specae_MPEGCMN14,Scytalopus speluncae,-,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3701,925,Scyta_specae_MCP1989,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3702,926,Scyta_specae_MCP1994,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3703,927,Scyta_specae_MCP2048,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3704,930,Scyta_specae_MCP2065,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3705,928,Scyta_specae_MCP2166,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3706,929,Scyta_specae_MCP2173,Scytalopus speluncae,?,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3707,924,Scyta_specae_MPEGCMN14,Scytalopus speluncae,-,Scytalopus speluncae,Scytalopus speluncae,Scytalopus speluncae,Rhinocryptidae,,
3708,978,Scyta_spiman_L6267,Scytalopus spillmanni,-,Scytalopus spillmanni,Scytalopus spillmanni,Scytalopus spillmanni,Rhinocryptidae,,
3709,978,Scyta_spiman_L6267,Scytalopus spillmanni,-,Scytalopus spillmanni,Scytalopus spillmanni,Scytalopus spillmanni,Rhinocryptidae,,
3710,978,Scyta_spiman_L6267,Scytalopus spillmanni,-,Scytalopus spillmanni,Scytalopus spillmanni,Scytalopus spillmanni,Rhinocryptidae,,
3711,964,Scyta_stiesi_H2119,Scytalopus stilesi,-,Scytalopus stilesi,Scytalopus stilesi,Scytalopus stilesi,Rhinocryptidae,,
3712,964,Scyta_stiesi_H2119,Scytalopus stilesi,-,Scytalopus stilesi,Scytalopus stilesi,Scytalopus stilesi,Rhinocryptidae,,
3713,1005,Scyta_supcil_SB5803,Scytalopus superciliaris,superciliaris,Scytalopus superciliaris,Scytalopus superciliaris,Scytalopus superciliaris,Rhinocryptidae,,
3714,1005,Scyta_supcil_SB5803,Scytalopus superciliaris,superciliaris,Scytalopus superciliaris,Scytalopus superciliaris,Scytalopus superciliaris,Rhinocryptidae,,
3715,920,Scyta_unico_NM35157,Scytalopus unicolor,-,Scytalopus unicolor,Scytalopus unicolor,Scytalopus unicolor,Rhinocryptidae,,
3716,998,Scyta_urubae_KU29564,Scytalopus urubambae,?,Scytalopus urubambae,Scytalopus urubambae,Scytalopus urubambae,Rhinocryptidae,,
3717,998,Scyta_urubae_KU29564,Scytalopus urubambae,?,Scytalopus urubambae,Scytalopus urubambae,Scytalopus urubambae,Rhinocryptidae,,
3718,968,Scyta_vicior_H2487,Scytalopus vicinior,-,Scytalopus vicinior,Scytalopus vicinior,Scytalopus vicinior,Rhinocryptidae,,
3719,968,Scyta_vicior_H2487,Scytalopus vicinior,-,Scytalopus vicinior,Scytalopus vicinior,Scytalopus vicinior,Rhinocryptidae,,
3720,1002,Scyta_zimme_ANSP146341,Scytalopus zimmeri,?,Scytalopus zimmeri,Scytalopus zimmeri,Scytalopus zimmeri,Rhinocryptidae,,
3721,200465,Scyta_zimme_ANSP146343,Scytalopus zimmeri,,Scytalopus zimmeri,Scytalopus zimmeri,Scytalopus zimmeri,Rhinocryptidae,,
3722,1002,Scyta_zimme_ANSP146341,Scytalopus zimmeri,?,Scytalopus zimmeri,Scytalopus zimmeri,Scytalopus zimmeri,Rhinocryptidae,,
3723,200465,Scyta_zimme_ANSP146343,Scytalopus zimmeri,,Scytalopus zimmeri,Scytalopus zimmeri,Scytalopus zimmeri,Rhinocryptidae,,
3724,21,Serilo_lunat_SB15168,Serilophus lunatus,lunatus,Serilophus lunatus,Serilophus lunatus,Serilophus lunatus,Eurylaimidae,,
3725,21,Serilo_lunat_SB15168,Serilophus lunatus,lunatus,Serilophus lunatus,Serilophus lunatus,Serilophus lunatus,Eurylaimidae,,
3726,NA,,Serilophus lunatus,,Serilophus lunatus,Serilophus lunatus,Serilophus rubropygius,Eurylaimidae,,missing from tree and split by IUCN
3727,1956,Serpop_cinrea_L22901,Serpophaga cinerea,cinerea,Serpophaga cinerea,Serpophaga cinerea,Serpophaga cinerea,Tyrannidae,,
3728,1956,Serpop_cinrea_L22901,Serpophaga cinerea,cinerea,Serpophaga cinerea,Serpophaga cinerea,Serpophaga cinerea,Tyrannidae,,
3729,1956,Serpop_cinrea_L22901,Serpophaga cinerea,cinerea,Serpophaga cinerea,Serpophaga cinerea,Serpophaga cinerea,Tyrannidae,,
3730,1952,Serpop_grilla_MZU86172,Serpophaga griseicapilla,-,Serpophaga griseicapilla,Serpophaga griseicapilla,Serpophaga griseicapilla,Tyrannidae,,
3731,1952,Serpop_grilla_MZU86172,Serpophaga griseicapilla,-,Serpophaga griseicapilla,Serpophaga griseicapilla,Serpophaga griseicapilla,Tyrannidae,,
3732,1946,Serpop_hypleu_L43050,Serpophaga hypoleuca,hypoleuca,Serpophaga hypoleuca,Serpophaga hypoleuca,Serpophaga hypoleuca,Tyrannidae,,
3733,1946,Serpop_hypleu_L43050,Serpophaga hypoleuca,hypoleuca,Serpophaga hypoleuca,Serpophaga hypoleuca,Serpophaga hypoleuca,Tyrannidae,,
3734,1946,Serpop_hypleu_L43050,Serpophaga hypoleuca,hypoleuca,Serpophaga hypoleuca,Serpophaga hypoleuca,Serpophaga hypoleuca,Tyrannidae,,
3735,1950,Serpop_munda_L38360,Serpophaga munda,-,Serpophaga munda,Serpophaga munda,Serpophaga subcristata,Tyrannidae,,split in tree
3736,1950,Serpop_munda_L38360,Serpophaga munda,-,Serpophaga munda,Serpophaga munda,Serpophaga subcristata,Tyrannidae,,split in tree
3737,1950,Serpop_munda_L38360,Serpophaga munda,-,Serpophaga munda,Serpophaga munda,Serpophaga subcristata,Tyrannidae,,split in tree
3738,1954,Serpop_nigcan_SB13623,Serpophaga nigricans,-,Serpophaga nigricans,Serpophaga nigricans,Serpophaga nigricans,Tyrannidae,,
3739,1954,Serpop_nigcan_SB13623,Serpophaga nigricans,-,Serpophaga nigricans,Serpophaga nigricans,Serpophaga nigricans,Tyrannidae,,
3740,1948,Serpop_subata_Y101031,Serpophaga subcristata,straminea,Serpophaga subcristata,Serpophaga subcristata,Serpophaga subcristata,Tyrannidae,,split in tree
3741,1948,Serpop_subata_Y101031,Serpophaga subcristata,straminea,Serpophaga subcristata,Serpophaga subcristata,Serpophaga subcristata,Tyrannidae,,split in tree
3742,1948,Serpop_subata_Y101031,Serpophaga subcristata,straminea,Serpophaga subcristata,Serpophaga subcristata,Serpophaga subcristata,Tyrannidae,,split in tree
3743,637,Sipia_berle_LSU12026,Sipia berlepschi,?,Sipia berlepschi,Sipia berlepschi,Sipia berlepschi,Thamnophilidae,,
3744,637,Sipia_berle_LSU12026,Sipia berlepschi,?,Sipia berlepschi,Sipia berlepschi,Sipia berlepschi,Thamnophilidae,,
3745,200075,Sipia_berle_LSU29981,Sipia berlepschi,-,Sipia berlepschi,Sipia berlepschi,Sipia berlepschi,Thamnophilidae,,
3746,637,Sipia_berle_LSU12026,Sipia berlepschi,?,Sipia berlepschi,Sipia berlepschi,Sipia berlepschi,Thamnophilidae,,
3747,200075,Sipia_berle_LSU29981,Sipia berlepschi,-,Sipia berlepschi,Sipia berlepschi,Sipia berlepschi,Thamnophilidae,,
3748,620,Sipia_laecta_L72189,Sipia laemosticta,-,Sipia laemosticta,Sipia laemosticta,Sipia laemosticta,Thamnophilidae,,
3749,620,Sipia_laecta_L72189,Sipia laemosticta,-,Sipia laemosticta,Sipia laemosticta,Sipia laemosticta,Thamnophilidae,,
3750,620,Sipia_laecta_L72189,Sipia laemosticta,-,Sipia laemosticta,Sipia laemosticta,Sipia laemosticta,Thamnophilidae,,
3751,634,Sipia_nigcau_LSU11775,Sipia nigricauda,-,Sipia nigricauda,Sipia nigricauda,Sipia nigricauda,Thamnophilidae,,
3752,634,Sipia_nigcau_LSU11775,Sipia nigricauda,-,Sipia nigricauda,Sipia nigricauda,Sipia nigricauda,Thamnophilidae,,
3753,632,Sipia_palata_H8455,Sipia palliata,-,Sipia palliata,Sipia palliata,Sipia palliata,Thamnophilidae,,
3754,632,Sipia_palata_H8455,Sipia palliata,-,Sipia palliata,Sipia palliata,Sipia palliata,Thamnophilidae,,
3755,1605,Siptor_strcol_L6202,Siptornis striaticollis,nortoni,Siptornis striaticollis,Siptornis striaticollis,Siptornis striaticollis,Furnariidae,,
3756,1606,Siptor_strcol_H7493,Siptornis striaticollis,striaticollis,Siptornis striaticollis,Siptornis striaticollis,Siptornis striaticollis,Furnariidae,,
3757,1605,Siptor_strcol_L6202,Siptornis striaticollis,nortoni,Siptornis striaticollis,Siptornis striaticollis,Siptornis striaticollis,Furnariidae,,
3758,1606,Siptor_strcol_H7493,Siptornis striaticollis,striaticollis,Siptornis striaticollis,Siptornis striaticollis,Siptornis striaticollis,Furnariidae,,
3759,1605,Siptor_strcol_L6202,Siptornis striaticollis,nortoni,Siptornis striaticollis,Siptornis striaticollis,Siptornis striaticollis,Furnariidae,,
3760,2795,Siryst_sibtor_L27464,Sirystes sibilator,albocinereus,Sirystes albocinereus,Sirystes albocinereus,Sirystes albocinereus,Tyrannidae,,
3761,2795,Siryst_sibtor_L27464,Sirystes sibilator,albocinereus,Sirystes albocinereus,Sirystes albocinereus,Sirystes albocinereus,Tyrannidae,,
3762,2795,Siryst_sibtor_L27464,Sirystes sibilator,albocinereus,Sirystes albocinereus,Sirystes albocinereus,Sirystes albocinereus,Tyrannidae,,
